4.048	4	-0.325
10.231	4	0.758
19.932	4	-0.108
27.633	4	0.541
33.334	4	-0.974
40.936	4	0.541
50.224	4	0.974
59.125	4	0.325
66.625	4	1.191
72.125	4	0.974
77.226	4	-0.758
83.227	4	1.191
91.028	4	0.108
98.63	4	-1.624
105.53	4	0.541
113.532	4	0.541
122.534	4	-1.624
128.635	4	0.541
135.636	4	1.191
141.726	4	0.974
147.326	4	-1.191
153.026	4	-1.191
160.627	4	-1.624
166.126	4	-0.541
174.326	4	-1.624
179.727	4	1.624
185.528	4	-0.541
193.429	4	0.758
202.231	4	-1.407
210.032	4	-0.758
216.534	4	-0.974
226.435	4	0.325
231.636	4	1.191
240.528	4	-0.974
249.627	4	-0.974
258.527	4	1.191
263.93	4	-0.758
269.827	4	-1.624
278.228	4	0.325
283.429	4	1.407
289.629	4	0.325
297.731	4	0.541
302.832	4	1.624
310.233	4	1.407
319.535	4	-0.974
326.136	4	1.624
332.229	4	-0.325
337.829	4	0.108
347.429	4	1.191
354.829	4	0.108
360.33	4	-0.325
366.529	4	-1.191
371.53	4	-0.325
376.73	4	0.758
383.329	4	-0.325
389.131	4	1.624
395.831	4	1.624
401.532	4	-0.758
407.034	4	-1.191
412.635	4	-0.758
421.736	4	-1.624
428.63	4	-0.758
433.63	4	-0.108
441.031	4	-0.108
4.042	4	0.974
13.927	4	0.108
19.428	4	-1.407
27.829	4	-0.541
33.43	4	1.407
39.131	4	-0.108
48.833	4	-0.325
55.834	4	-0.974
64.636	4	0.758
72.725	4	1.624
80.125	4	-0.325
89.425	4	0.974
94.925	4	-1.407
101.126	4	-1.191
110.427	4	-0.108
119.529	4	1.407
124.53	4	-1.407
131.13	4	0.541
139.132	4	0.974
144.833	4	0.758
150.234	4	1.191
157.836	4	-0.974
164.527	4	1.407
170.627	4	0.325
178.426	4	-1.624
183.826	4	1.407
192.027	4	-0.541
199.427	4	-0.974
208.527	4	0.758
214.729	4	-0.108
220.63	4	-0.108
227.531	4	-1.407
234.932	4	-0.758
240.033	4	0.974
247.534	4	1.407
253.536	4	-1.407
259.027	4	-0.325
264.628	4	0.108
273.528	4	-0.758
278.728	4	0.325
285.228	4	-1.191
290.828	4	1.624
297.728	4	0.325
304.329	4	-1.407
312.029	4	0.541
318.23	4	0.974
324.331	4	-0.758
332.132	4	1.191
337.334	4	1.191
346.335	4	-0.974
352.436	4	-0.325
358.129	4	-1.191
367.029	4	-0.541
374.929	4	0.108
379.931	4	0.758
385.43	4	-1.624
395.03	4	-0.108
400.23	4	-0.108
409.13	4	0.758
414.931	4	0.758
422.532	4	-1.191
427.633	4	0.108
435.234	4	1.407
441.035	4	0.541
4.05	4	-1.624
12.932	4	-0.541
21.833	4	-1.624
27.433	4	1.624
37.134	4	-1.624
46.235	4	1.624
55.033	4	-0.541
60.833	4	1.191
69.234	4	-0.758
75.333	4	-0.974
80.433	4	-0.108
85.633	4	0.325
91.134	4	0.325
96.834	4	0.108
103.334	4	0.541
109.034	4	0.108
117.134	4	1.624
122.534	4	-1.624
131.434	4	-0.541
137.135	4	-1.191
144.736	4	-1.624
149.94	4	0.974
157.534	4	0.325
162.934	4	-1.407
172.235	4	0.974
181.835	4	-1.191
191.135	4	-1.191
196.635	4	0.758
201.735	4	-0.325
207.835	4	0.325
214.035	4	-0.758
220.036	4	1.407
229.937	4	-0.325
237.336	4	-0.541
244.737	4	1.624
250.94	4	1.407
258.639	4	0.541
264.536	4	-0.758
272.025	4	-1.191
277.026	4	-0.108
285.227	4	-0.108
292.229	4	-0.108
297.729	4	-0.758
304.631	4	0.108
309.631	4	0.108
317.533	4	0.974
326.537	4	0.974
332.138	4	0.974
339.921	4	0.108
346.822	4	-1.407
352.922	4	0.541
359.124	4	0.108
367.125	4	-0.325
376.227	4	-0.974
381.427	4	1.624
388.029	4	0.758
394.73	4	-0.541
400.231	4	1.191
406.032	4	1.407
413.433	4	-1.624
420.034	4	-1.407
427.839	4	-1.407
435.422	4	1.191
441.022	4	0.108
4.049	4	-0.758
12.933	4	-0.541
19.834	4	1.407
25.435	4	-0.758
32.025	4	-0.541
38.125	4	0.325
44.125	4	1.407
51.525	4	-0.974
57.026	4	0.974
64.926	4	1.624
70.327	4	-1.407
77.828	4	-0.974
83.029	4	-1.191
92.631	4	0.974
100.232	4	0.325
109.133	4	0.974
114.235	4	-0.541
121.636	4	0.758
126.627	4	-0.541
132.727	4	-1.407
142.627	4	-0.108
148.227	4	-0.325
157.527	4	-0.974
166.828	4	1.624
174.429	4	0.758
180.129	4	1.191
185.33	4	-1.407
193.131	4	0.541
198.633	4	1.624
205.534	4	-0.325
211.235	4	-0.108
220.028	4	1.191
226.528	4	-1.624
235.628	4	0.325
241.828	4	-0.758
248.028	4	-0.974
256.228	4	1.191
262.029	4	-1.191
269.629	4	0.758
279.331	4	1.407
286.732	4	1.407
292.132	4	-1.407
301.234	4	-0.108
307.035	4	-0.325
313.737	4	0.325
320.329	4	-0.974
325.329	4	-0.325
333.73	4	-1.191
338.93	4	-0.541
344.83	4	-0.541
351.83	4	0.541
359.932	4	-1.624
366.13	4	0.541
375.03	4	0.758
382.832	4	1.191
387.934	4	1.624
395.934	4	0.758
402.035	4	-1.191
407.636	4	0.325
413.131	4	0.541
420.831	4	0.108
426.531	4	-1.407
432.031	4	0.108
441.031	4	1.407
