4.044	4	15
11.426	4	17
18.327	4	14
27.228	4	13
33.429	4	11
41.031	4	7
47.632	4	5
57.333	4	8
62.837	4	20
68.327	4	6
73.527	4	13
80.928	4	8
87.828	4	14
97.128	4	15
104.928	4	14
113.828	4	10
119.328	4	11
126.929	4	12
134.83	4	16
140.932	4	20
149.133	4	18
156.934	4	14
162.129	4	18
167.229	4	11
172.829	4	19
181.729	4	10
187.129	4	11
194.529	4	6
200.329	4	8
206.829	4	19
215.83	4	7
223.53	4	10
228.53	4	6
234.031	4	17
243.333	4	13
249.534	4	9
255.235	4	11
261.33	4	18
269.43	4	6
277.83	4	7
284.431	4	18
289.531	4	19
298.631	4	7
304.331	4	12
310.431	4	5
317.931	4	11
322.931	4	5
328.331	4	15
338.233	4	16
344.234	4	9
350.935	4	14
358.932	4	20
365.132	4	11
370.932	4	18
378.532	4	5
384.432	4	17
394.032	4	12
399.232	4	14
404.932	4	5
413.733	4	16
419.333	4	20
424.933	4	12
434.033	4	17
441.034	4	14
4.043	4	15
10.027	4	5
15.528	4	7
25.13	4	17
35.032	4	14
41.532	4	11
47.633	4	18
55.635	4	13
60.624	4	19
68.425	4	16
75.025	4	6
82.625	4	14
90.025	4	13
95.525	4	10
101.426	4	16
108.428	4	10
113.528	4	9
119.03	4	6
124.731	4	19
131.332	4	8
136.433	4	5
142.034	4	14
149.735	4	12
156.626	4	15
165.926	4	6
172.126	4	19
177.726	4	7
186.726	4	18
192.427	4	8
200.027	4	18
206.728	4	20
212.529	4	20
221.831	4	17
227.632	4	16
236.034	4	14
242.134	4	9
249.527	4	16
258.427	4	9
264.627	4	16
273.528	4	11
278.928	4	14
284.128	4	9
289.328	4	13
297.528	4	19
306.429	4	6
315.531	4	18
324.632	4	10
329.633	4	12
335.834	4	19
341.335	4	19
348.929	4	6
358.629	4	12
366.029	4	19
374.129	4	11
382.929	4	12
389.829	4	11
395.529	4	8
403.33	4	5
410.831	4	5
418.732	4	8
424.333	4	17
430.434	4	8
435.835	4	12
441.036	4	15
4.042	4	13
9.726	4	8
15.927	4	16
21.128	4	13
26.229	4	20
34.33	4	13
39.831	4	17
48.933	4	13
55.534	4	17
61.335	4	20
66.923	4	19
73.123	4	17
80.823	4	9
87.723	4	9
92.924	4	12
98.625	4	11
104.826	4	8
113.728	4	9
119.728	4	5
127.33	4	12
133.431	4	17
139.532	4	13
146.033	4	6
151.434	4	5
156.635	4	12
164.224	4	6
169.624	4	9
174.725	4	17
180.225	4	8
185.725	4	15
190.725	4	13
197.726	4	7
207.027	4	7
212.528	4	13
221.329	4	5
228.031	4	20
235.532	4	16
243.433	4	20
253.035	4	7
262.326	4	9
271.226	4	9
277.026	4	5
286.726	4	14
294.326	4	10
301.727	4	13
311.629	4	19
317.53	4	7
325.331	4	9
334.233	4	19
341.134	4	12
347.735	4	20
355.727	4	8
364.827	4	20
373.027	4	17
378.628	4	10
383.628	4	10
389.228	4	15
398.228	4	15
405.629	4	14
414.03	4	15
419.731	4	9
427.533	4	6
434.934	4	5
441.035	4	20
4.043	4	18
10.227	4	7
18.628	4	10
26.63	4	18
32.431	4	16
38.132	4	9
45.133	4	17
53.034	4	7
60.421	4	18
69.321	4	10
76.822	4	11
81.823	4	18
88.524	4	8
97.625	4	6
103.826	4	16
112.728	4	12
122.03	4	12
127.531	4	16
136.532	4	13
144.334	4	8
154.222	4	11
159.922	4	18
167.522	4	6
174.422	4	8
183.324	4	15
193.025	4	14
198.426	4	5
204.027	4	10
209.428	4	9
217.03	4	20
222.531	4	15
228.732	4	19
236.833	4	10
244.234	4	18
250.823	4	11
255.924	4	15
264.724	4	8
269.924	4	13
278.124	4	7
284.025	4	7
289.626	4	20
298.727	4	15
303.928	4	10
311.63	4	18
316.831	4	17
322.932	4	16
329.533	4	11
335.334	4	19
340.335	4	16
345.425	4	7
354.725	4	14
360.225	4	19
367.825	4	6
377.425	4	10
383.526	4	10
389.627	4	15
395.328	4	12
402.229	4	16
407.83	4	6
413.331	4	15
419.332	4	7
425.833	4	5
433.635	4	20
441.026	4	17
